# x 	 y 	 value
# Depth = 3, x = 0.00000 - 2.50000, y = 7.50000 - 10.00000
1.82762	9.45337	0	
2.30734	8.66936	0	
1.51397	7.98179	1	
1.52806	8.58096	1	
0.51034	8.85793	1	
0.01659	8.29754	1	
1.55887	7.58844	1	
0.50181	8.19040	1	
2.12181	9.32512	1	
1.85098	8.21001	0	
1.04884	7.80525	0	
0.36326	8.09346	0	
2.40498	7.68202	0	
0.88398	9.40591	1	
0.80883	9.41734	0	
0.64940	8.84653	1	
2.18585	8.53536	1	
2.15391	9.33179	0	
0.30379	8.37251	1	
0.13771	9.07428	1	
# Depth = 3, x = 2.50000 - 5.00000, y = 7.50000 - 10.00000
3.21248	7.72601	1	
3.02845	7.71448	1	
3.13747	9.39445	1	
3.77360	9.20758	0	
4.55539	9.99106	0	
2.80596	7.73879	1	
3.34516	8.86906	0	
3.34769	8.54192	1	
4.87332	9.23885	1	
3.82991	9.09261	1	
4.89904	8.12085	0	
3.88424	9.59010	1	
4.34608	7.79980	0	
3.50673	9.02153	1	
4.97714	8.58179	1	
4.26538	9.32719	1	
2.83536	8.65795	0	
4.47753	8.04828	0	
4.83833	9.72964	0	
3.33417	9.38797	0	
# Depth = 3, x = 0.00000 - 2.50000, y = 5.00000 - 7.50000
0.61676	7.40235	1	
1.90951	5.10950	0	
1.15339	5.49707	1	
0.41070	5.58960	1	
0.42464	6.63995	1	
1.96822	7.45770	0	
1.93484	5.82278	1	
2.25377	6.06204	0	
0.06433	7.19264	1	
2.49349	5.84728	1	
0.84467	5.44217	1	
1.66977	7.43233	1	
2.23739	6.94862	0	
2.25154	5.81142	1	
1.59880	6.94742	0	
1.23613	7.31366	0	
1.07216	6.95109	0	
0.65343	5.21326	1	
0.18773	5.97200	0	
0.86695	5.44729	1	
# Depth = 4, x = 2.50000 - 3.75000, y = 6.25000 - 7.50000
3.30034	6.46293	0	
2.80053	6.34685	0	
3.31071	7.14216	0	
3.42743	7.37327	1	
3.06735	7.02733	1	
3.61515	6.48139	0	
2.74255	7.06852	1	
2.93800	7.44162	1	
2.56635	7.16356	0	
2.82882	6.38152	0	
3.32041	7.10362	1	
3.25125	7.37084	0	
2.83810	6.51956	0	
3.69290	6.86694	1	
3.28062	6.37153	1	
3.47605	7.06600	0	
3.54360	7.32929	1	
3.37158	7.28503	1	
2.53974	6.79804	0	
3.45992	6.80861	1	
# Depth = 4, x = 3.75000 - 5.00000, y = 6.25000 - 7.50000
4.84431	7.17161	0	
3.76939	7.32742	0	
4.65445	6.65276	1	
3.79051	7.23799	1	
4.27584	6.61642	0	
4.79928	6.42546	0	
4.46863	7.37066	0	
3.94029	7.38315	1	
3.93522	6.37183	0	
