# x 	 y 	 value
# Depth = 3, x = 7.00000 - 7.75000, y = 0.37500 - 0.50000
7.47212	0.39705	50.0	
# Depth = 4, x = 7.75000 - 8.12500, y = 0.43750 - 0.50000
7.80328	0.45613	50.0	
# Depth = 5, x = 8.12500 - 8.31250, y = 0.46875 - 0.50000
8.15589	0.47748	50.0	
# Depth = 5, x = 8.31250 - 8.50000, y = 0.46875 - 0.50000
8.32845	0.47311	50.0	
# Depth = 5, x = 8.12500 - 8.31250, y = 0.43750 - 0.46875
8.13825	0.45482	50.0	
# Depth = 5, x = 8.31250 - 8.50000, y = 0.43750 - 0.46875
8.49147	0.45393	50.0	
# Depth = 4, x = 7.75000 - 8.12500, y = 0.37500 - 0.43750
7.86730	0.41910	50.0	
# Depth = 7, x = 8.12500 - 8.17188, y = 0.42969 - 0.43750
8.15550	0.43320	50.0	
# Depth = 7, x = 8.17188 - 8.21875, y = 0.42969 - 0.43750
8.18870	0.43462	50.0	
# Depth = 7, x = 8.12500 - 8.17188, y = 0.42188 - 0.42969
8.13736	0.42645	50.0	
# Depth = 7, x = 8.17188 - 8.21875, y = 0.42188 - 0.42969
8.19668	0.42582	50.0	
# Depth = 7, x = 8.21875 - 8.26562, y = 0.42969 - 0.43750
8.26511	0.43271	14.409744132053643	
# Depth = 7, x = 8.26562 - 8.31250, y = 0.42969 - 0.43750
8.30735	0.43164	50.0	
# Depth = 7, x = 8.21875 - 8.26562, y = 0.42188 - 0.42969
8.25520	0.42900	50.0	
# Depth = 7, x = 8.26562 - 8.31250, y = 0.42188 - 0.42969
8.26938	0.42414	50.0	
# Depth = 6, x = 8.12500 - 8.21875, y = 0.40625 - 0.42188
8.15380	0.40948	50.0	
# Depth = 6, x = 8.21875 - 8.31250, y = 0.40625 - 0.42188
8.25474	0.41088	50.0	
# Depth = 6, x = 8.31250 - 8.40625, y = 0.42188 - 0.43750
8.36287	0.43709	50.0	
# Depth = 6, x = 8.40625 - 8.50000, y = 0.42188 - 0.43750
8.45974	0.42976	50.0	
# Depth = 7, x = 8.31250 - 8.35938, y = 0.41406 - 0.42188
8.35888	0.41506	50.0	
# Depth = 7, x = 8.35938 - 8.40625, y = 0.41406 - 0.42188
8.37515	0.41981	50.0	
# Depth = 7, x = 8.31250 - 8.35938, y = 0.40625 - 0.41406
8.35646	0.40831	130.33783292868745	
# Depth = 7, x = 8.35938 - 8.40625, y = 0.40625 - 0.41406
8.37383	0.40644	50.0	
# Depth = 6, x = 8.40625 - 8.50000, y = 0.40625 - 0.42188
8.46929	0.40755	50.0	
